y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
696.5367458044279,487.25957166567207,367.53410546907,122.90003841926124,0.1549558349453117,0.1550185734479056,25.404014909873585,1.2115973942590206,0.5101184213310771,0.0,32.59840743764377,10.540996190557696,10.0,697.0,487.0,0,28,13,0,1
698.9820493510601,1205.3755654730269,344.6767830910136,125.91086421198357,0.1779480202121632,0.1778177613377184,26.04334155885452,1.2998994810613405,1.07751523623056,0.0,29.043602380969915,11.345771557533574,10.0,699.0,1205.0,0,29,14,0,1
700.1831213161697,1443.5747535165883,635.0593165353575,131.41838201610602,0.137768698032269,0.1376907533451776,28.487693443460746,1.832988618429004,0.9452851080979926,0.0,56.241209763146216,16.218673794810027,10.0,700.0,1444.0,0,30,15,0,1
703.4645827747047,1975.6446689079503,937.2903574721388,119.55467091540406,0.0960969551802486,0.0961119476055421,28.652344363664408,1.889459895616086,0.2413153181696375,0.0,99.54444300092828,16.735447405011776,10.0,703.0,1976.0,0,31,97,0,1
710.3770004837494,835.1823418834125,754.4262955025569,137.55848656865064,0.1125067482857556,0.1125620688401758,28.265035719852296,1.762941516610994,0.3827060141946105,0.0,95.01987250987123,15.577743592738788,10.0,710.0,835.0,0,32,16,0,1
709.9954680361363,1442.58039796582,813.9374620794342,126.71702637826805,0.115846883840734,0.1157486311434748,28.937396428111807,1.9987762002985203,0.5824500920218223,0.0,67.29836891758808,17.73592532624394,10.0,710.0,1443.0,0,33,17,0,1
718.5322637417366,961.5812245843048,636.121415054196,133.58617873906817,0.1248814389124493,0.1248866820777381,27.874336707365785,1.6545769434237712,0.495120182751173,0.0,76.99467235804124,14.586426133297635,10.0,719.0,962.0,0,34,98,0,1
721.6149828323513,2033.7465787115857,627.4339285833281,123.60035803750256,0.1087587187716259,0.1087930718396911,26.861458965579143,1.4349862237499125,0.1969453973758854,0.0,79.75688686844585,12.578946916552828,10.0,722.0,2034.0,0,35,335,0,1
722.7822977854732,790.8071831621808,917.139694159874,140.80178453264404,0.0993603569580376,0.0993657265351179,28.7120911414975,1.911173369194056,0.2834889367368864,0.0,76.48910758874848,16.934149990602812,10.0,723.0,791.0,0,36,18,0,1
723.1007832521258,1831.7921332838089,588.6030796878529,125.58859231041588,0.1635895856567046,0.1635500711023578,28.945603536021984,2.0022057086057603,2.3283432942221687,0.0,43.97194496018862,17.76730883519452,10.0,723.0,1832.0,0,37,19,0,1
742.8283878860278,353.9523708337628,414.1462181024676,132.05210117034648,0.1389886826386449,0.1390190680765661,25.49751262029809,1.2237980399297907,0.3395325997343179,0.0,41.042796867718366,10.652108921167976,10.0,743.0,354.0,0,38,20,0,1
743.6106198262297,2107.138188151865,613.3954619045561,128.3732100786506,0.1235873652473747,0.1236644302714193,27.590516555404303,1.5854305676451237,0.4264123480186137,0.0,54.47577655385436,13.95404321310872,10.0,744.0,2107.0,0,39,435,0,1
749.167759978318,1017.130234683622,957.1488596199996,132.42981241473706,0.113483330120252,0.1134926403397898,29.513517486423734,2.2807104922111656,0.7326032288929186,0.0,75.27326666178607,20.31701809530441,10.0,749.0,1017.0,0,40,21,0,1
763.5370669079083,412.7165584278717,918.5614807696194,127.28221183724882,0.0795320945387581,0.0795583973731876,27.406150725607656,1.543979120026228,0.068259592061995,0.0,217.8566178138664,13.575046780114896,10.0,764.0,413.0,0,41,1155,0,1
763.4718204651025,1542.2063406815626,1414.453104263211,122.9251086465234,0.092245279016848,0.0922963218935313,30.1049803160535,2.7173254050338387,0.4761410250199347,0.0,262.7670706339373,24.31772683747065,10.0,763.0,1542.0,0,42,846,0,1
767.7114500301125,2091.8682042465757,478.6690960719336,127.80110811316904,0.1480071387615019,0.1480661059471448,27.22237491862529,1.5051790121979642,0.7662914798434053,0.0,31.15601458961524,13.220358346311556,10.0,768.0,2092.0,0,43,103,0,1
773.7905349808954,801.062721486276,1304.2932573949954,125.33853994500372,0.0662179451883061,0.0662375778572483,28.45473384352796,1.8222461840458672,0.0498130653418744,0.0,330.52923034450583,16.120370408989988,10.0,774.0,801.0,0,44,1686,0,1
778.2502379498128,1235.7239101953214,2940.2337319398957,119.24418211522044,0.1132041341847011,0.1132012761213424,31.367656451221407,6.680003554893546,7.188034845404796,0.0,398.75601466805153,61.40917747701819,10.0,778.0,1236.0,0,45,99,0,1
784.3561718916405,1756.0039083321965,692.1241004034682,129.8562399095563,0.1212594227501823,0.1213462099838423,28.25249518484752,1.759219340052801,0.5139568724124123,0.0,64.2925541863791,15.543687907545884,10.0,784.0,1756.0,0,46,100,0,1
788.5740520123991,1179.117307719437,1508.46601300304,122.86643850534811,0.0976141746001638,0.0976872337648795,30.409524049277824,3.054530352202838,0.7728961384496709,0.0,408.2716129662861,27.412456849418472,10.0,789.0,1179.0,0,47,22,0,1
793.2654928363135,566.2204970032546,364.2584083608884,124.88272751558792,0.1724431089538277,0.1724633023060471,26.23392206237829,1.3288592032686195,1.0112673921653677,0.0,26.380256268879847,11.609962118104926,10.0,793.0,566.0,0,48,163,0,1
818.6480083698424,913.7009100564754,490.7148167616608,131.15970431953068,0.1284574020854488,0.1284753581669626,26.30860940842668,1.3405605836603016,0.3189680080873747,0.0,49.63549095700599,11.71674367947558,10.0,819.0,914.0,0,49,23,0,1
819.7686679696034,1200.159690084476,895.2260113828088,146.18438846647098,0.1016346859390014,0.101654823485234,28.663789519065244,1.8936448285224488,0.3035818004951919,0.0,92.9566957750778,16.773735812852518,10.0,820.0,1200.0,0,50,24,0,1
167.78024929682036,1700.5851776885645,501.8222858792116,114.269548661378,0.1403699726186801,0.1403053479898656,27.1869068806386,1.4979041716907031,0.611099336288979,0.0,46.44587930198675,13.153869589943625,10.0,168.0,1701.0,0,51,25,0,1
77.47170861440847,1337.5849303762989,672.0466122191755,124.92155444814382,0.1179993142251914,0.1180053855119115,27.93053274971325,1.6691537566871315,0.4035313495063047,0.0,84.09087589523844,14.719759089173497,10.0,77.0,1338.0,0,52,26,0,1
84.00668063576452,1266.6806778014882,366.6369263576736,121.45707809266676,0.1651875675434925,0.1650845912680971,25.969116356733416,1.2889809252467004,0.7818627640200112,0.0,21.89021224461392,11.246192320967497,10.0,84.0,1267.0,0,53,27,0,1
90.33859387645327,657.1370868123696,821.8708778217135,126.54396082388668,0.1016964447784658,0.101748682346949,28.26900206952165,1.764150889171226,0.2559350906672346,0.0,78.0010103688954,15.588807087562532,10.0,90.0,657.0,0,54,28,0,1
118.65727947660572,677.016266780465,1031.0614387752169,132.886443623826,0.0877650412947326,0.0878238088256884,28.605382127900995,1.8729769658764093,0.1645189327562392,0.0,139.13258179214634,16.584599157372082,10.0,119.0,677.0,0,55,223,0,1
125.10701354634143,1389.6844061272484,1360.205986622109,119.5396217419696,0.0792899239394817,0.079249385707838,29.46131204272186,2.2507428947091785,0.1691246056288724,0.0,293.056484675002,20.042604813914803,10.0,125.0,1390.0,0,56,164,0,1
150.6148482633241,2008.9014135599175,745.6487421204827,135.16198072035317,0.1278117710195459,0.127898105244468,28.895304280971423,1.981622580369323,0.8479496507219803,0.0,60.910137554420345,17.578918689263755,10.0,151.0,2009.0,0,57,336,0,1
352.5665215744904,1877.6800885789205,622.556592297264,129.13401560144587,0.1344992223849494,0.1345288018017124,28.28233146602776,1.7681069658100268,0.7869532658746198,0.0,70.37230243100878,15.625007782321026,10.0,353.0,1878.0,0,58,224,0,1
353.6446489714487,2109.441305814589,694.3514471063522,128.97780476076773,0.1093271140194954,0.1093140195995642,27.68136342590598,1.6067702792673877,0.2698289699687924,0.0,80.52378981913454,14.14919109137462,10.0,354.0,2109.0,0,59,101,0,1
368.7584385414685,1823.390755126104,436.8007269989756,118.48658096681304,0.1535204368853186,0.1534663366573135,26.778925838541745,1.419966211665226,0.7592647295439677,0.0,40.2862720540626,12.44174331713958,10.0,369.0,1823.0,0,60,29,0,1
369.8935490998389,208.22116682752292,1002.5152396725804,115.54258978328345,0.119234513723353,0.1191976433859345,29.86762998509162,2.5165290444363846,1.1169585843069096,0.0,308.0383569208411,22.477128860495075,10.0,370.0,208.0,0,61,30,0,1
404.4781288585005,1300.1798204775764,553.9659688790731,119.69840064379396,0.1176705721620997,0.1177416430910779,26.67436808170775,1.4014377858410054,0.2534895900292176,0.0,67.62311536845642,12.27252362604536,10.0,404.0,1300.0,0,62,31,0,1
418.7376937205649,117.4712943611066,459.30155033003774,125.6374938410741,0.140924856615737,0.1408711436012083,26.52182946780283,1.3753209554891677,0.494753614009487,0.0,34.55771734259896,12.034048744606268,10.0,419.0,118.0,0,63,32,0,1
434.1633712251071,1948.67728777907,949.0750789973572,119.95501116149116,0.1056396178458707,0.105595479187852,29.18853019603008,2.1097857347012625,0.4582479825262163,0.0,187.2399961899135,18.752063515824837,10.0,434.0,1949.0,0,64,225,0,1
445.3005593816292,1041.463455830115,503.2784874505811,121.57148044897832,0.1325369530356179,0.132497702896064,26.72456348103905,1.4102471475893703,0.4141453026453471,0.0,42.35813655833938,12.352976900720892,10.0,445.0,1041.0,0,65,33,0,1
446.0534149594182,100.55744087546724,442.287688989534,128.9038836561311,0.1578073457399111,0.1576777585109873,27.02304497492546,1.4654840326530305,0.9209006864937715,0.0,43.83807091660098,12.857594010279351,10.0,446.0,101.0,0,66,34,0,1
455.21253425393775,1507.7751632030277,791.1021528576208,123.18498377222222,0.1047977688678914,0.1047940792375232,28.0885836514286,1.7119630166072886,0.2675076055723859,0.0,120.77936494971073,15.111350202116276,10.0,455.0,1508.0,0,67,1687,0,1
456.3712032910027,1838.2127169424205,541.341366102094,126.34775049911872,0.1265768906826004,0.1266301907115342,26.871708344844198,1.436887933140074,0.3626822782757823,0.0,33.722772121997274,12.596319354326749,10.0,456.0,1838.0,0,68,102,0,1
472.9027778479061,881.295350784656,655.4047800725368,123.42487639283767,0.1141512366914764,0.1140950715973825,27.541711355974098,1.574236337854352,0.3040670207224987,0.0,70.34672381766896,13.85168168639299,10.0,473.0,881.0,0,69,35,0,1
474.7545241178852,905.344806126495,507.1998248748008,119.82803130902631,0.1270305331193408,0.1269961845996631,26.483223088498825,1.3688975065734383,0.3226009339427053,0.0,73.94000097278591,11.97539393174767,10.0,475.0,905.0,0,70,36,0,1
477.7686133910736,1242.724831638954,1270.064952479246,128.01883183487618,0.0820078181866025,0.0819987294700259,29.322234131056625,2.1758469458760645,0.1790189032902798,0.0,209.26284022376424,19.35684968234416,10.0,478.0,1243.0,0,71,51,0,1
479.55836970043737,125.00563057019698,1078.8438557089594,117.49541289362108,0.0827688822295115,0.0828388467404408,28.66502177487601,1.89406515345601,0.133774784982681,0.0,377.16077663983503,16.777588636843486,10.0,480.0,125.0,0,72,37,0,1
488.4646760781548,1733.1244317230205,891.39622361698,115.98845404844964,0.1107146075528928,0.1107948503786394,29.150921643921517,2.092117929349772,0.5432426299339155,0.0,142.82013864200536,18.590332886970657,10.0,488.0,1733.0,0,73,38,0,1
501.7125839710636,1281.9220595685636,964.7856256287616,128.41374677007337,0.0929987879715088,0.0930431555129077,28.60028672350805,1.8712104127963232,0.2068581553626903,0.0,108.07923933385727,16.568431891622,10.0,502.0,1282.0,0,74,52,0,1
507.1976066555694,1274.9407484983656,1325.7688026761657,133.85302747326335,0.0721588168161488,0.0721775688358508,28.896929545688952,1.9823298246801893,0.0861490909902496,0.0,225.0987215194322,17.585388428179,10.0,507.0,1275.0,0,75,53,0,1
514.6751666081352,1486.1965685985333,1032.6942311092653,124.41962921977706,0.0708632124813184,0.0708874010822411,27.34450771462906,1.53072379014817,0.042068732276888,0.0,258.2350868909874,13.453860842347618,10.0,515.0,1486.0,0,76,165,0,1
548.3800857770116,1122.5270600188971,504.9834745322729,119.437650167451,0.1279040383455573,0.1278894847268434,26.548521853417608,1.3797922278169157,0.3388579707071946,0.0,68.02365686527669,12.07486943231769,10.0,548.0,1123.0,0,77,39,0,1
551.2091773031672,1897.925742651664,680.6817519006726,143.74383992168413,0.1445163902212928,0.1445579902464102,29.045660848606197,2.0447690280058866,1.492503469202676,0.0,30.18158877843491,18.156900789699645,10.0,551.0,1898.0,0,78,40,0,1
553.7560878645656,1112.20716697022,944.8187263931322,122.92395164495308,0.0775397632526912,0.0775479188501816,27.41339228337265,1.545606883843484,0.0618122467613051,0.0,180.29043465684524,13.589920859808135,10.0,554.0,1112.0,0,79,41,0,1
562.6140055802422,1752.9162039007908,844.2862963621174,123.77697028052872,0.1048477556739149,0.1049208793612484,28.627428492151044,1.880705046053456,0.3384886528919981,0.0,96.07976307328155,16.65534229422246,10.0,562.0,1753.0,0,80,42,0,1
576.1818246226578,652.0524523487578,840.907072074801,126.17459810469764,0.1113139254106808,0.1113389999316446,28.873725583904054,1.973031321745625,0.4823534833377235,0.0,87.27147270192182,17.500282687497325,10.0,576.0,652.0,0,81,43,0,1
637.6162411665928,1641.2285119182368,728.2869212598866,126.40590084879156,0.0933214749422412,0.0933573417713038,26.8627527058523,1.4352302148203109,0.1068244722873796,0.0,102.94245424477668,12.58117574021953,10.0,638.0,1641.0,0,82,44,0,1
641.9906830543069,531.2428583565717,523.4454548213638,124.142825465338,0.1326315330712812,0.1325736872651302,27.15785767592536,1.4920860449001614,0.4821514320802724,0.0,105.35194649399769,13.100691749870649,10.0,642.0,531.0,0,83,226,0,1
642.2736820748717,649.81058124494,645.9196262090336,120.88236423335567,0.1204523124004894,0.1204734462922846,27.93420327929164,1.67019441677181,0.4389358261280427,0.0,88.05646717090245,14.729265634248184,10.0,642.0,650.0,0,84,45,0,1
662.3310161239526,1931.974013246636,531.058070890307,121.7453687696842,0.1557986121231002,0.1558983986417658,28.1925593944206,1.741575907337764,1.3657409145264032,0.0,28.08207606896041,15.382266291779468,10.0,662.0,1932.0,0,85,46,0,1
663.4493828153023,661.2044864841636,844.6953941455164,136.6382209483134,0.0925007330382599,0.092550508720894,27.812384815668345,1.6388992531801694,0.1456259710354624,0.0,97.4822603503555,14.443026864883333,10.0,663.0,661.0,0,86,47,0,1
674.3128334893303,1176.0604417365346,462.762343231414,128.28311695668387,0.1515457297598576,0.1516343196997657,27.138715905107425,1.4882303720000851,0.8179197857023242,0.0,32.780169684462564,13.065454313681371,10.0,674.0,1176.0,0,87,48,0,1
674.1468911692575,1661.3453271745068,549.6349357027535,121.7086023959062,0.1276982551485777,0.1276322876781147,27.05836666924161,1.4723407790049974,0.3999968564273272,0.0,53.52579336876944,12.920245466674938,10.0,674.0,1661.0,0,88,49,0,1
676.239828305389,1028.0694896172367,554.6678606731483,118.32656763741409,0.120017898178953,0.1200624893651576,26.950692576698096,1.4516920296086162,0.3012015665611174,0.0,162.58695057046836,12.731569454004251,10.0,676.0,1028.0,0,89,50,0,1
978.111858106511,1180.8362786115051,514.9959143114264,132.3079913310277,0.1385684936814525,0.1385540698767849,27.144882002377724,1.489490601644836,0.5722118757771122,0.0,35.695067394531215,13.076971042831405,10.0,978.0,1181.0,1,90,54,0,1
992.7192305566224,1832.696480172144,480.4734320754153,120.15304855096474,0.1424557061009974,0.1424451788713521,26.93009373329627,1.4477591405116284,0.5930503066485375,0.0,54.27430198462898,12.695636400351198,10.0,993.0,1833.0,1,91,151,0,1
965.0612577616296,751.9678287710057,740.9523004860928,128.91280102781477,0.0927622406394299,0.092764307049491,26.894673185972493,1.441218410809374,0.1053677301394982,0.0,99.91483295894228,12.635881095553406,10.0,965.0,752.0,1,92,94,1,1
904.19438976659,1193.646968881747,779.3085268979969,123.2496690599636,0.094542096841723,0.0945019438368408,27.54536231543319,1.575042201150498,0.1432789126100925,0.0,127.01160439405844,13.85905109427076,10.0,904.0,1194.0,1,93,280,0,1
888.4735467070421,2035.9527742578775,1079.2099608681096,116.91432019377037,0.1114202163856445,0.1115118106939415,29.874610359967825,2.5218130661184666,0.8576857721935929,0.0,174.73509042265,22.52555549028617,10.0,888.0,2036.0,1,94,55,0,1
888.8329941691337,986.8131202190908,726.9187722146518,136.3896610424464,0.1060704867759874,0.1060662404589935,27.67096742933757,1.6043757487392718,0.2382076873585222,0.0,66.17818367009464,14.127284815248531,10.0,889.0,987.0,1,95,56,0,1
574.9539614974448,2087.9832852211475,434.339893091025,122.79531800194898,0.1614042161337262,0.1614095022236934,27.079086985118483,1.476457895102686,1.0295294833207578,0.0,24.06091188526331,12.957868732009258,10.0,575.0,2088.0,1,96,57,0,1
565.8455976378702,2149.4760768265014,524.5676755728265,123.11045112722375,0.1285142568896766,0.1284260606874946,26.87123892895797,1.436803590733183,0.3844892120164392,0.0,48.03807067721578,12.595555378237371,10.0,566.0,2149.0,1,97,58,0,1
934.8788206748304,1034.2366972712823,1070.6590222918007,134.0657703588681,0.0792637581133574,0.0792414622817146,28.27143195202214,1.7649044679550667,0.0944001094324557,0.0,131.27380903432527,15.59570041846698,10.0,935.0,1034.0,1,98,220,1,1
930.263564603759,632.379767912517,716.0828347225373,120.2114094982058,0.0883435232981326,0.0883188399874456,26.3559478729026,1.3481198677727682,0.0723931605015303,0.0,153.55344534749025,11.785733794442898,10.0,930.0,632.0,1,99,281,0,1
925.2424712029132,513.2428641096835,408.23167489932,124.23421843010344,0.1465485098558795,0.1465478077422263,25.744449268812232,1.2570358972737676,0.4522531306189893,0.0,36.68475412869286,10.954951476009414,10.0,925.0,513.0,1,100,59,0,1
580.8164339476815,1186.2685458969547,758.7150862344793,127.85304312789334,0.1063922097998357,0.106365196096754,28.067620750603787,1.7061372292653174,0.2816233645308605,0.0,92.35831901920513,15.058055565394495,10.0,581.0,1186.0,1,101,60,0,1
586.8888515624541,2126.276739282768,574.1947146184787,118.49998761876004,0.1365712213483554,0.1365157735113967,27.87675282482434,1.6552832682559395,0.7083124685789846,0.0,46.648441269891066,14.592875681211368,10.0,587.0,2126.0,1,102,152,0,1
515.4541041688738,1484.192024460857,905.7418822109406,125.4024634840237,0.090025535479877,0.0900765789033618,28.07893417033807,1.70924121283999,0.1452738164310529,0.0,106.43788619556815,15.086457483513266,10.0,515.0,1484.0,1,103,165,1,1
544.2399388853864,735.8054801118338,437.3089680038091,122.70040769617026,0.1699109238614467,0.1699273429258088,27.488007204443143,1.5621026435725842,1.4648041385487842,0.0,37.44032388835298,13.740737448299468,10.0,544.0,736.0,1,104,61,0,1
540.8211313525555,974.1903152063104,670.0146275958323,122.54083730922748,0.0974558873724869,0.0974517052697555,26.56107538485232,1.3819893463212645,0.1147159421140674,0.0,118.3711405259242,12.094921141704685,10.0,541.0,974.0,1,105,62,0,1
507.4742952390788,1274.8159612181034,1207.470569777259,131.5171287085961,0.0825969486084051,0.0826466898157035,29.090689327921144,2.0646280397271117,0.1630569077818522,0.0,141.07166223531553,18.33869168631501,10.0,507.0,1275.0,1,106,1315,2,1
526.8416112470959,801.8264018152871,497.3347441317669,126.6429775989304,0.1370313902010101,0.1370225099369024,26.846141132474816,1.43222507011949,0.4934049170269422,0.0,40.50627138535349,12.553721099492485,10.0,527.0,802.0,1,107,153,0,1
519.7913754876764,2041.1379702095207,413.3844725829125,119.51074857341956,0.1672080631537527,0.1672396646223897,27.02109813446813,1.465134491003664,1.1623373032363944,0.0,28.883030308503116,12.854394341585332,10.0,520.0,2041.0,1,108,63,0,1
375.3463060142954,1997.5526409115269,535.800033795539,118.14799723414087,0.1201235632188776,0.1201033318553473,26.49995256519896,1.371650930569938,0.2594188761103224,0.0,40.34140624199086,12.000536735750044,10.0,375.0,1998.0,1,109,64,0,1
374.6729000519529,114.67333562697912,473.1150196052829,127.23336906352807,0.1388113702107032,0.1388119730717832,26.53547493826287,1.3776157639454851,0.4681961364086061,0.0,49.7375334749116,12.054989286306924,10.0,375.0,115.0,1,110,284,0,1
368.7685537163696,730.2302354378102,582.4646545868054,121.1679189611026,0.091621921833385,0.0916217628345666,24.89906060017334,1.1499865331899402,0.0536581454219529,0.0,119.70533636917364,9.980360043438196,10.0,369.0,730.0,1,111,65,0,1
491.600696929828,1462.1341365121098,892.9406239842995,122.69641817444696,0.0913492338512635,0.0914067187068679,28.088120495639792,1.7118138908244231,0.1546081267811068,0.0,167.63745107638854,15.10998963428525,10.0,492.0,1462.0,1,112,154,0,1
479.9073609286893,1408.4093687844747,666.0255503347958,119.18659618812076,0.1121457009058195,0.1120640124367033,27.446932826009988,1.5529604461811275,0.2733517207237571,0.0,64.82260562275111,13.65715527750351,10.0,480.0,1408.0,1,113,66,0,1
478.05492642108055,1242.999299211083,1080.1804415574602,135.72136221200014,0.09094129843394,0.0909435935837243,29.048723661347747,2.046148066293165,0.2342913383146388,0.0,108.05984655918635,18.16952347013904,10.0,478.0,1243.0,1,114,104,1,2
471.9192298263234,1237.2288252235564,2148.1527114377586,133.2992665868058,0.099716188776563,0.0996860321333359,31.02182292188938,4.3719419449004615,1.804114544045482,0.0,805.229630106608,39.57917389899987,10.0,472.0,1237.0,1,115,105,1,2
